x_m,y_m,left_dist_m,right_dist_m
0.09962673611111086,0.0,0.8,0.8
0.19925347222222173,0.0,0.8,0.8
0.29888020833333256,0.0,0.8,0.8
0.39850694444444335,0.0,0.8,0.8
0.4981336805555543,0.0,0.8,0.8
0.5977604166666651,0.0,0.8,0.8
0.6973871527777761,0.0,0.8,0.8
0.7970138888888867,0.0,0.8,0.8
0.8966406249999977,0.0,0.8,0.8
0.9962673611111086,0.0,0.8,0.8
1.0958940972222224,0.0,0.8,0.8
1.195520833333336,0.0,0.8,0.8
1.295147569444447,0.0,0.8,0.8
1.3947743055555577,0.0,0.8,0.8
1.4944010416666687,0.0,0.8,0.8
1.5940277777777796,0.0,0.8,0.8
1.6936545138888903,0.0,0.8,0.8
1.7932812500000013,0.0,0.8,0.8
1.892907986111112,0.0,0.8,0.8
1.992534722222223,0.0,0.8,0.8
2.0921007360966057,0.0034775739188773803,0.8,0.8
2.191666749970989,0.0069551478377547805,0.8,0.8
2.290747489857833,0.01737116790411902,0.8,0.8
2.389828229744677,0.027787187970483265,0.8,0.8
2.4879407908620066,0.04509062467242586,0.8,0.8
2.5860533519793365,0.06239406137436844,0.8,0.8
2.6827195438536138,0.0865007616210704,0.8,0.8
2.7793857357278915,0.11060746186777237,0.8,0.8
2.8741344199315195,0.14139985405819858,0.8,0.8
2.9688831041351484,0.17219224624862478,0.8,0.8
3.0612524868570663,0.2095202810292762,0.8,0.8
3.153621869578984,0.2468483158099275,0.8,0.8
3.2431617538246797,0.29053005098857343,0.8,0.8
3.3327016380703753,0.33421178616721936,0.8,0.8
3.41897561734329,0.3840343255262838,0.8,0.8
3.5052495966162045,0.4338568648853482,0.8,0.8
3.587837182084596,0.4895773784330004,0.8,0.8
3.6704247675529866,0.5452978919806526,0.8,0.8
3.7489234374050593,0.6066448050503397,0.8,0.8
3.8274221072571324,0.6679917181200267,0.8,0.8
3.901449268560711,0.7346660332521054,0.8,0.8
3.97547642986429,0.8013403483841842,0.8,0.8
4.044671283272714,0.8730171031352086,0.8,0.8
4.113866136681138,0.9446938578862331,0.8,0.8
4.177891434926827,1.0210237084959972,0.8,0.8
4.241916733172514,1.0973535591057613,0.8,0.8
4.3004604247685085,1.177964483203772,0.8,0.8
4.3590041163645035,1.2585754073017825,0.8,0.8
4.411780866505442,1.3430745170848697,0.8,0.8
4.46455761664638,1.4275736268679566,0.8,0.8
4.511310197895489,1.5155490839915389,0.8,0.8
4.558062779144598,1.6035245411151209,0.8,0.8
4.598563325128794,1.6945475639418277,0.8,0.8
4.63906387111299,1.7855705867685345,0.8,0.8
4.673114987115786,1.8791975401979126,0.8,0.8
4.707166103118584,1.9728244936272916,0.8,0.8
4.734601828157821,2.068599051319015,0.8,0.8
4.762037553197058,2.164373609010738,0.8,0.8
4.78272416889848,2.2618289774635087,0.8,0.8
4.803410784599902,2.3592843459162793,0.8,0.8
4.817247466924185,2.4579455395623513,0.8,0.8
4.831084149248466,2.5566067332084232,0.8,0.8
4.8380034598952735,2.655992889435288,0.8,0.8
4.844922770542081,2.7553790456621527,0.8,0.8
4.844890985636105,2.855005768478185,0.8,0.8
4.844859200730128,2.954632491294217,0.8,0.8
4.837876475187142,3.0540142122156086,0.8,0.8
4.830893749644156,3.1533959331370003,0.8,0.8
4.816994116415987,3.2520482777892656,0.8,0.8
4.8030944831878175,3.350700622441531,0.8,0.8
4.782345687389864,3.4481427713410824,0.8,0.8
4.76159689159191,3.545584920240634,0.8,0.8
4.734100060321748,3.6413419522502295,0.8,0.8
4.706603229051586,3.7370989842598252,0.8,0.8
4.672492378507835,3.83070419129621,0.8,0.8
4.638381527964082,3.9243093983325936,0.8,0.8
4.5978229102678005,4.015306560044745,0.8,0.8
4.557264292571516,4.106303721756894,0.8,0.8
4.51045558547368,4.194249329088206,0.8,0.8
4.46364687837584,4.2821949364195175,0.8,0.8
4.410816221800101,4.366660353217209,0.8,0.8
4.357985565224363,4.451125770014897,0.8,0.8
4.299390449340929,4.5316993221487305,0.8,0.8
4.240795333457493,4.6122728742825645,0.8,0.8
4.176721343707462,4.688561856100228,0.8,0.8
4.112647353957431,4.764850837917891,0.8,0.8
4.043406779144229,4.83648342622164,0.8,0.8
3.9741662043310266,4.908116014525388,0.8,0.8
3.9000965145628963,4.974743080880441,0.8,0.8
3.826026824794763,5.041370147235495,0.8,0.8
3.747489026696661,5.102666959243004,0.8,0.8
3.6689512285985595,5.163963771250514,0.8,0.8
3.5863281058099377,5.219631576545496,0.8,0.8
3.5037049830213167,5.275299381840478,0.8,0.8
3.417399230555407,5.325066859217191,0.8,0.8
3.331093478089497,5.374834336593905,0.8,0.8
3.24152573964696,5.418458937399947,0.8,0.8
3.1519580012044237,5.462083538205992,0.8,0.8
3.059564819007335,5.499352595663047,0.8,0.8
2.9671716368102463,5.536621653120102,0.8,0.8
2.8724033239485722,5.567353697721643,0.8,0.8
2.7776350110868977,5.5980857423231845,0.8,0.8
2.680953456747494,5.6221303190612675,0.8,0.8
2.5842719024080907,5.646174895799351,0.8,0.8
2.486148320683194,5.663417379089265,0.8,0.8
2.388024738958296,5.680659862379179,0.8,0.8
2.2889373722055524,5.6910064134671705,0.8,0.8
2.189850005452809,5.701352964555162,0.8,0.8
2.0902817934004303,5.704790594794606,0.8,0.8
1.9907135813480519,5.708228225034048,0.8,0.8
1.8911498073055242,5.7117463675752,0.8,0.8
1.7915860332629963,5.71526451011635,0.8,0.8
1.692511958909492,5.725749966964187,0.8,0.8
1.5934378845559876,5.736235423812025,0.8,0.8
1.4953363848341694,5.753599777294091,0.8,0.8
1.3972348851123515,5.770964130776156,0.8,0.8
1.3005840947548677,5.795132962567017,0.8,0.8
1.203933304397384,5.819301794357876,0.8,0.8
1.1092042875565482,5.8501545141527975,0.8,0.8
1.0144752707157125,5.88100723394772,0.8,0.8
0.9221297250543444,5.918394233553869,0.8,0.8
0.8297841793929763,5.955781233160018,0.8,0.8
0.7402721858263362,5.99952008400361,0.8,0.8
0.6507601922596962,6.0432589348472,0.8,0.8
0.5645180213161666,6.0931365161918105,0.8,0.8
0.47827585037263703,6.1430140975364225,0.8,0.8
0.3957238358639501,6.198787296548182,0.8,0.8
0.31317182135526317,6.25456049555994,0.8,0.8
0.23471231172267443,6.315957484733218,0.8,0.8
0.15625280209008566,6.377354473906497,0.8,0.8
0.08226819940017549,6.4440760106499715,0.8,0.8
0.008283596710265321,6.510797547393446,0.8,0.8
-0.060865507099447304,6.582518439399471,0.8,0.8
-0.13001461090915997,6.6542393314054955,0.8,0.8
-0.19399119161230088,6.730610019717819,0.8,0.8
-0.2579677723154418,6.806980708030142,0.8,0.8
-0.3164600156280528,6.887628971255083,0.8,0.8
-0.3749522589406638,6.968277234480024,0.8,0.8
-0.4276750817229754,7.052810002846243,0.8,0.8
-0.480397904505287,7.137342771212463,0.8,0.8
-0.5270943386904178,7.225348042238292,0.8,0.8
-0.5737907728755488,7.313353313264122,0.8,0.8
-0.6142332388964349,7.404402160346942,0.8,0.8
-0.654675704917321,7.495451007429762,0.8,0.8
-0.6886670412317443,7.589099668297852,0.8,0.8
-0.7226583775461677,7.682748329165941,0.8,0.8
-0.7500331038104492,7.778540376637494,0.8,0.8
-0.7774078300747306,7.874332424109048,0.8,0.8
-0.7980318074296691,7.971800960638095,0.8,0.8
-0.8186557847846075,8.069269497167141,0.8,0.8
-0.8324312158101463,8.167939544288563,0.8,0.8
-0.8462066468356852,8.266609591409987,0.8,0.8
-0.853056081240672,8.365999973134587,0.8,0.8
-0.8599055156456586,8.465390354859187,0.8,0.8
-0.8616458330060056,8.565001876573001,0.8,0.8
-0.8633861503663525,8.664613398286816,0.8,0.8
-0.8704374618314603,8.76399088155729,0.8,0.8
-0.8774887732965682,8.863368364827767,0.8,0.8
-0.8914486090872089,8.962011924421,0.8,0.8
-0.9054084448778497,9.060655484014234,0.8,0.8
-0.926218836490341,9.158084607037521,0.8,0.8
-0.9470292281028322,9.255513730060807,0.8,0.8
-0.9745860111988236,9.351253487169908,0.8,0.8
-1.0021427942948151,9.446993244279009,0.8,0.8
-1.0363124042445722,9.540577031068608,0.8,0.8
-1.0704820141943288,9.63416081785821,0.8,0.8
-1.111097710419088,9.725132513083905,0.8,0.8
-1.1517134066438472,9.816104208309602,0.8,0.8
-1.1985772880880066,9.904020428473187,0.8,0.8
-1.2454411695321654,9.991936648636774,0.8,0.8
-1.2983248124521936,10.076368900424237,0.8,0.8
-1.351208455372222,10.160801152211702,0.8,0.8
-1.40985411539653,10.241337923242035,0.8,0.8
-1.4684997754208382,10.321874694272374,0.8,0.8
-1.5326216196634677,10.39812345812739,0.8,0.8
-1.596743463906097,10.474372221982406,0.8,0.8
-1.666028970624899,10.545961351503983,0.8,0.8
-1.735314477343701,10.617550481025564,0.8,0.8
-1.8094259573568339,10.684131059534506,0.8,0.8
-1.8835374373699665,10.750711638043448,0.8,0.8
-1.9621136803938495,10.81195915992941,0.8,0.8
-2.040689923417733,10.873206681815374,0.8,0.8
-2.12334795843106,10.92882263413417,0.8,0.8
-2.206005993444387,10.984438586452962,0.8,0.8
-2.292342955277593,11.034151903843123,0.8,0.8
-2.3786799171107984,11.083865221233282,0.8,0.8
-2.468275009952112,11.127433607055304,0.8,0.8
-2.5578701027934247,11.171001992877327,0.8,0.8
-2.6502866510988783,11.20821310013796,0.8,0.8
-2.742703199404332,11.245424207398594,0.8,0.8
-2.837490776200346,11.276096673704155,0.8,0.8
-2.9322783529963603,11.306769140009715,0.8,0.8
-3.028974975206009,11.330753471504245,0.8,0.8
-3.125671597415658,11.354737802998773,0.8,0.8
-3.223805977507735,11.371917102978854,0.8,0.8
-3.3219403575998117,11.389096402958934,0.8,0.8
-3.4210342005867433,11.399386941613939,0.8,0.8
-3.520128043573675,11.409677480268943,0.8,0.8
-3.619698378162866,11.413029102769901,0.8,0.8
-3.719268712752058,11.416380725270859,0.8,0.8
-3.818830245289042,11.412777096218992,0.8,0.8
-3.918391777826026,11.409173467167124,0.8,0.8
-4.017459257556456,11.398632150210569,0.8,0.8
-4.116526737286888,11.388090833254012,0.8,0.8
-4.2146173214094915,11.370663205484751,0.8,0.8
-4.312707905532096,11.353235577715488,0.8,0.8
-4.409343512515534,11.329006579263655,0.8,0.8
-4.505979119498972,11.304777580811823,0.8,0.8
-4.600688759192855,11.273865300857915,0.8,0.8
-4.695398398886738,11.24295302090401,0.8,0.8
-4.787720468070109,11.205508122126608,0.8,0.8
-4.8800425372534795,11.168063223349202,0.8,0.8
-4.969527069432587,11.124268207613472,0.8,0.8
-5.059011601611696,11.080473191877742,0.8,0.8
-5.14522246010163,11.030541510743646,0.8,0.8
-5.231433318591565,10.980609829609552,0.8,0.8
-5.313950322193672,10.924784843994962,0.8,0.8
-5.396467325795777,10.86895985838037,0.8,0.8
-5.474888296707807,10.807513652449801,0.8,0.8
-5.553309267619834,10.746067446519234,0.8,0.8
-5.627251991607869,10.679299501578278,0.8,0.8
-5.701194715595904,10.612531556637322,0.8,0.8
-5.770298804835713,10.540767291499572,0.8,0.8
-5.839402894075523,10.469003026361824,0.8,0.8
-5.903331543729834,10.392592211288758,0.8,0.8
-5.9672601933841465,10.316181396215695,0.8,0.8
-6.025701822805246,10.235496448211338,0.8,0.8
-6.084143452226346,10.154811500206984,0.8,0.8
-6.136813224855299,10.070245667781542,0.8,0.8
-6.189482997484254,9.985679835356098,0.8,0.8
-6.236124204235011,9.897645282338084,0.8,0.8
-6.282765410985769,9.80961072932007,0.8,0.8
-6.323150739786207,9.718536524296361,0.8,0.8
-6.363536068586643,9.62746231927265,0.8,0.8
-6.3974686430297645,9.53379235085697,0.8,0.8
-6.431401217472888,9.440122382441292,0.8,0.8
-6.4587158172918295,9.344313171334369,0.8,0.8
-6.486030417110772,9.248503960227447,0.8,0.8
-6.506593300267838,9.151022526436405,0.8,0.8
-6.527156183424904,9.053541092645359,0.8,0.8
-6.540869442293246,8.954862331728526,0.8,0.8
-6.554582701161587,8.856183570811693,0.8,0.8
-6.561370793954589,8.756789248730309,0.8,0.8
-6.568158886747591,8.657394926648927,0.8,0.8
-6.568951709659146,8.557770455978796,0.8,0.8
-6.569744532570701,8.458145985308665,0.8,0.8
-6.569749606873234,8.358519591913236,0.8,0.8
-6.569754681175766,8.258893198517809,0.8,0.8
-6.5697533215205,8.159266370576308,0.8,0.8
-6.569751961865234,8.059639542634807,0.8,0.8
-6.569752326183764,7.960012831129572,0.8,0.8
-6.569752690502293,7.860386119624337,0.8,0.8
-6.569752592883439,7.760759376920101,0.8,0.8
-6.569752495264584,7.661132634215864,0.8,0.8
-6.569752521421475,7.561505899871377,0.8,0.8
-6.569752547578367,7.461879165526887,0.8,0.8
-6.56975254056965,7.362252428942412,0.8,0.8
-6.5697525335609335,7.262625692357938,0.8,0.8
-6.569752535438912,7.162998956373667,0.8,0.8
-6.569752537316891,7.063372220389397,0.8,0.8
-6.56975253681369,6.9637454842442965,0.8,0.8
-6.569752536310489,6.864118748099196,0.8,0.8
-6.569752536445321,6.764492011997191,0.8,0.8
-6.569752536580154,6.664865275895187,0.8,0.8
-6.569752536544025,6.565238539781635,0.8,0.8
-6.569752536507895,6.465611803668082,0.8,0.8
-6.569752536517578,6.365985067557626,0.8,0.8
-6.569752536527261,6.266358331447169,0.8,0.8
-6.569752536524655,6.166731595335884,0.8,0.8
-6.569752536522049,6.0671048592246,0.8,0.8
-6.569752536522788,5.967478123113537,0.8,0.8
-6.569752536523527,5.867851387002474,0.8,0.8
-6.569752536523183,5.768224650891344,0.8,0.8
-6.569752536522839,5.6685979147802135,0.8,0.8
-6.569752536523478,5.568971178669125,0.8,0.8
-6.569752536524118,5.469344442558037,0.8,0.8
-6.569752536521907,5.369717706446858,0.8,0.8
-6.569752536519697,5.27009097033568,0.8,0.8
-6.569752536527901,5.170464234224821,0.8,0.8
-6.5697525365361065,5.0708374981139634,0.8,0.8
-6.56975253650549,4.9712107620019035,0.8,0.8
-6.569752536474875,4.871584025889842,0.8,0.8
-6.5697525365891325,4.771957289782262,0.8,0.8
-6.56975253670339,4.672330553674681,0.8,0.8
-6.569752536276977,4.572703817550402,0.8,0.8
-6.569752535850563,4.473077081426124,0.8,0.8
-6.569752537441957,4.37345034536416,0.8,0.8
-6.5697525390333515,4.2738236093021955,0.8,0.8
-6.569752533094195,4.174196873007659,0.8,0.8
-6.569752527155038,4.074570136713123,0.8,0.8
-6.56975254932027,3.9749434012865663,0.8,0.8
-6.569752571485505,3.8753166658600096,0.8,0.8
-6.56975248876372,3.7756899271941062,0.8,0.8
-6.569752406041937,3.676063188528201,0.8,0.8
-6.569752714763843,3.576436461951707,0.8,0.8
-6.569753023485749,3.4768097353752125,0.8,0.8
-6.569751871319912,3.3771829636804314,0.8,0.8
-6.569750719154076,3.27755619198565,0.8,0.8
-6.56975501909551,3.1779295886746075,0.8,0.8
-6.569759319036945,3.078302985363564,0.8,0.8
-6.569743242074984,2.9786757540081483,0.8,0.8
-6.569727165113022,2.8790485226527327,0.8,0.8
-6.5670862892292154,2.7794578845629676,0.8,0.8
-6.564445413345408,2.6798672464732025,0.8,0.8
-6.554886253002341,2.5806991598733733,0.8,0.8
-6.545327092659273,2.481531073273544,0.8,0.8
-6.5288848893377125,2.3832709743193594,0.8,0.8
-6.512442686016152,2.285010875365174,0.8,0.8
-6.489181456786219,2.1881375825333578,0.8,0.8
-6.4659202275562855,2.0912642897015417,0.8,0.8
-6.43595770083976,1.9962499757113337,0.8,0.8
-6.405995174123234,1.9012356617211257,0.8,0.8
-6.369476206614905,1.8085434082223715,0.8,0.8
-6.332957239106577,1.7158511547236175,0.8,0.8
-6.290060137798554,1.6259327342038006,0.8,0.8
-6.24716303649053,1.536014313683984,0.8,0.8
-6.198096790705769,1.4493079770712485,0.8,0.8
-6.149030544921004,1.362601640458513,0.8,0.8
-6.094034320759395,1.2795299839795462,0.8,0.8
-6.039038096597785,1.1964583275005793,0.8,0.8
-5.978379932672678,1.1174262322345556,0.8,0.8
-5.9177217687475725,1.0383941369685317,0.8,0.8
-5.8516973072374,0.9637867956995451,0.8,0.8
-5.785672845727226,0.8891794544305583,0.8,0.8
-5.714603881340526,0.8193604942613775,0.8,0.8
-5.643534916953826,0.7495415340921966,0.8,0.8
-5.567767831265653,0.6848512439882257,0.8,0.8
-5.492000745577481,0.6201609538842546,0.8,0.8
-5.411904818096222,0.5609146268842296,0.8,0.8
-5.331808890614963,0.5016682998842044,0.8,0.8
-5.247774499060408,0.44815469361052185,0.8,0.8
-5.163740107505851,0.39464108733683934,0.8,0.8
-5.07617682547043,0.3471210271282872,0.8,0.8
-4.988613543435008,0.2996009669197349,0.8,0.8
-4.897948142800584,0.2583060350828134,0.8,0.8
-4.80728274216616,0.2170111032458919,0.8,0.8
-4.713957118280996,0.1821426590373932,0.8,0.8
-4.620631494395832,0.1472742148288944,0.8,0.8
-4.525100492711672,0.11900185365525716,0.8,0.8
-4.429569491027514,0.0907294924816199,0.8,0.8
-4.3322987640496,0.06919232380556366,0.8,0.8
-4.235028037071686,0.04765515512950742,0.8,0.8
-4.136491497158846,0.03295320771520948,0.8,0.8
-4.037954957246007,0.01825126030091154,0.8,0.8
-3.938633511400979,0.01047476585646336,0.8,0.8
-3.839312065555953,0.00269827141201516,0.8,0.8
-3.7396931766577697,0.00134776422992216,0.8,0.8
-3.640074287759586,-2.7429521708199903e-06,0.8,0.8
-3.540448089111527,-1.003990175263425e-06,0.8,0.8
-3.440821890463468,7.3497182029314e-07,0.8,0.8
-3.341195010339567,2.690183578124561e-07,0.8,0.8
-3.241568130215666,-1.9693510466822772e-07,0.8,0.8
-3.141941432692667,-7.208325030205743e-08,0.8,0.8
-3.0423147351696684,5.2768604064112884e-08,0.8,0.8
-2.9426879887189017,1.931464908011549e-08,0.8,0.8
-2.8430612422681354,-1.4139305903881906e-08,0.8,0.8
-2.7434345089275243,-5.175346018404525e-09,0.8,0.8
-2.6438077755869127,3.788613867072854e-09,0.8,0.8
-2.544181038733453,1.3867293091607283e-09,0.8,0.8
-2.4445543018799927,-1.0151552487513981e-09,0.8,0.8
-2.344927565967791,-3.715712182383868e-10,0.8,0.8
-2.24530083005559,2.720128122746246e-10,0.8,0.8
-2.145674093891182,9.956409030564829e-11,0.8,0.8
-2.046047357726775,-7.288463166332804e-11,0.8,0.8
-1.9464206216299431,-2.6679458642320237e-11,0.8,0.8
-1.8467938855331114,1.9525714378687553e-11,0.8,0.8
-1.7471671494181722,7.148059921746608e-12,0.8,0.8
-1.6475404133032328,-5.229594535194337e-12,0.8,0.8
-1.5479136771931508,-1.9184653865522705e-12,0.8,0.8
-1.4482869410830688,1.3926637620897964e-12,0.8,0.8
-1.3486602049716794,5.286437954055147e-13,0.8,0.8
-1.24903346886029,-3.353761712787673e-13,0.8,0.8
-1.1494067327492559,-1.9042545318370685e-13,0.8,0.8
-1.0497799966382217,-4.547473508864643e-14,0.8,0.8
-0.9501532605270882,2.415845301584341e-13,0.8,0.8
-0.8505265244159546,5.286437954055147e-13,0.8,0.8
-0.7508997883048579,-7.645439836778679e-13,0.8,0.8
-0.6512730521937613,-2.05773176276125e-12,0.8,0.8
-0.5516463160826021,2.8222757464391183e-12,0.8,0.8
-0.45201957997144293,7.702283255639486e-12,0.8,0.8
-0.35239284386051395,-1.0538769856793806e-11,0.8,0.8
-0.252766107749585,-2.87798229692271e-11,0.8,0.8
-0.15313937164219737,-3.989015340266633e-10,0.8,0.8
-0.05351263553480976,-7.690232450840995e-10,0.8,0.8
-0.04013447665110732,-5.767674338130746e-10,0.8,0.8
-0.02675631776740488,-3.8451162254204977e-10,0.8,0.8
-0.01337815888370244,-1.9225581127102488e-10,0.8,0.8
